step,total_l2_norm,mean_l2_norm,median_l2_norm,active_parameters,ratio_mean,ratio_rms_mean
12100,0.4414552103923235,0.0008555333534734952,0.0001973901453311555,516,0.00035800485669477955,0.00035800485669477955
12200,0.4015401487975012,0.0007796896093155364,0.00010039433982456103,515,0.0003883843974784446,0.0003883843974784446
12300,0.6926477332924321,0.0013449470549367615,0.00029919532244093716,515,0.0008333390876939921,0.000833339087693992
12400,0.7067871823574912,0.0013697426014680062,0.0003014055546373129,516,0.00047989418819859356,0.00047989418819859356
12500,0.6361915872876533,0.0012329294327280103,0.00029227312188595533,516,0.0004568750459699608,0.0004568750459699608
12600,0.5788934582864158,0.0011218865470666974,0.0002624385233502835,516,0.0006251307241779911,0.0006251307241779911
12700,0.6145177867637379,0.001193238420900462,0.0003060412418562919,515,0.0004797828496093564,0.00047978284960935644
12800,0.41963402635568414,0.0008132442371234188,0.00014337280299514532,516,0.0003286785646991919,0.0003286785646991919
12900,0.7025499004471722,0.0013615308148201013,0.0003288655570941046,516,0.0006868800820834994,0.0006868800820834994
13000,0.6948800383039071,0.0013492816277745768,0.00035348598612472415,515,0.000831364299369278,0.000831364299369278
13100,0.5940686521952898,0.0011535313634859997,0.00019538395281415433,515,0.00042374875944357237,0.00042374875944357237
13200,0.762779546401859,0.0014811253328191436,0.0003834233502857387,515,0.0012083694513445136,0.0012083694513445136
13300,0.8346592183273316,0.001620697511315207,0.00033690896816551685,515,0.0008601261791526565,0.0008601261791526565
13400,0.5890259220771981,0.0011437396545188312,0.00015476152475457639,515,0.0004749514536906531,0.0004749514536906531
13500,0.7749983500527873,0.0015019347869240063,0.0003205783141311258,516,0.0004999081786039778,0.0004999081786039778
13600,0.6479152789521336,0.0012580879202954052,0.00032176103559322655,515,0.0007712477463605994,0.0007712477463605994
13700,0.7344807619182419,0.00142617623673445,0.0002107501495629549,515,0.0005260164572228657,0.0005260164572228657
13800,0.61452281989272,0.0011909356974665116,0.0003025082260137424,516,0.0005477549612324703,0.0005477549612324703
13900,0.6752295626005349,0.0013111253642728833,0.00024149568344000727,515,0.00045110783306749077,0.00045110783306749077
14000,0.3680307820446087,0.0007132379496988541,0.00012929561489727348,516,0.00030682303676525985,0.00030682303676525985
14100,0.5862512300456402,0.0011361457946620934,0.00029905347037129104,516,0.0005173661742262655,0.0005173661742262655
14200,0.7417553583565812,0.0014403016667118083,0.00032962978002615273,515,0.0006350130401880509,0.0006350130401880509
14300,0.8271319405449868,0.0016029688770251684,0.00044556011562235653,516,0.0009406026375609813,0.0009406026375609813
14400,0.5916087855604815,0.0011487549234184106,0.0002169547078665346,515,0.0006880478278397008,0.0006880478278397008
14500,0.6593336963153789,0.0012802596044958813,0.0002970739151351154,515,0.0006083612635854772,0.0006083612635854772
14600,0.8577013462106464,0.0016622119112609426,0.0005059445684310049,516,0.0008737104825893358,0.0008737104825893358
14700,0.7323770938781955,0.0014193354532523168,0.00039020275289658457,516,0.0007073716419074124,0.0007073716419074124
14800,0.5852309277612804,0.0011363707335170492,0.00020778807811439037,515,0.0005307217203053143,0.0005307217203053143
14900,0.6347881427778148,0.0012302095790267728,0.00032760086469352245,516,0.0004231929165080597,0.0004231929165080597
15000,0.40792498189032145,0.0007920873434763523,0.00014181672304403037,515,0.0002956556453992346,0.0002956556453992346
15100,0.6477119447258008,0.0012552557068329475,0.0002897249796660617,516,0.000441458558518384,0.000441458558518384
15200,0.7539233232060596,0.0014610917116396503,0.00037784075539093465,516,0.000568372039226979,0.000568372039226979
15300,0.739064478188638,0.001435076656676967,0.000355523603502661,515,0.0007091811061010393,0.0007091811061010393
15400,0.43114587653292125,0.0008371764592872257,0.00011690615792758763,515,0.0006020745268873581,0.0006020745268873581
15500,0.5903419412388047,0.0011462950315316595,0.00024294533068314195,515,0.0006958525045330696,0.0006958525045330696
15600,0.7194694354947613,0.001394320611423956,0.00035652946098707616,516,0.0005554174298935206,0.0005554174298935206
15700,0.6168965256243482,0.0011955359023727678,0.0002650290261954069,516,0.0004723146540153107,0.0004723146540153107
15800,0.5129900471589632,0.0009960971789494432,0.0001658140536164865,515,0.0005898507899323439,0.0005898507899323439
15900,0.8006888060901858,0.001554735545806186,0.00040058355079963803,515,0.0007989114342571863,0.0007989114342571863
16000,0.5326644859577438,0.0010322955154219843,0.0002287207098561339,516,0.00040254442398323,0.00040254442398323
16100,0.6233360409425188,0.0012103612445485802,0.00022505545348394662,515,0.000712773956351834,0.000712773956351834
16200,0.767218008186972,0.0014868566050135115,0.0003973672282882035,516,0.0008531623342495595,0.0008531623342495595
16300,0.39163393640003363,0.0007604542454369586,0.00014940313121769577,515,0.0004022011555006582,0.0004022011555006582
16400,0.7658209443081834,0.0014841491168763243,0.0003489300870569423,516,0.0004600020725285619,0.0004600020725285619
16500,0.9388705376557738,0.001823049587681114,0.0004698855336755514,515,0.0008534754965849257,0.0008534754965849257
16600,0.815179516558036,0.0015798052646473566,0.00042284405208192766,516,0.000629353952753107,0.000629353952753107
16700,0.5650188442624327,0.0010971239694416168,0.00017739192117005587,515,0.0005345862039870396,0.0005345862039870396
16800,0.35318373875537645,0.0006857936674861679,8.819325739750639e-05,515,0.00048102408073133945,0.0004810240807313394
16900,0.45569157635819835,0.0008848380123460162,0.00016410440730396658,515,0.00045174533819663566,0.00045174533819663566
17000,0.673943380213986,0.001306091822120128,0.00034838306601159275,516,0.0007820776340303803,0.0007820776340303804
17100,0.44837411761767854,0.0008689420884063538,0.0001746548805385828,516,0.00033031590605456723,0.0003303159060545672
17200,0.7964969607170751,0.001543598761079603,0.0003648405254352838,516,0.0006787666311624744,0.0006787666311624744
17300,0.5961937811349909,0.0011554143045251761,0.00026357841852586716,516,0.00043577623799613487,0.00043577623799613487
17400,0.9246816905818172,0.001795498428314208,0.00043445912888273597,515,0.0012564468460351712,0.0012564468460351712
17500,0.513259232457191,0.0009966198688489145,0.0001705383911030367,515,0.0005160585315948489,0.0005160585315948489
17600,0.47647398381029404,0.0009251922015733865,0.00012636781320907176,515,0.0003396048328322596,0.0003396048328322596
17700,0.5492842088146048,0.0010665712792516599,0.00017431382730137557,515,0.0004632611088996603,0.0004632611088996603
17800,0.8344040759743763,0.0016202020892706335,0.00027934840181842446,515,0.0010661502693558472,0.0010661502693558472
17900,0.7848724253030284,0.0015240241268019968,0.00023617422266397625,515,0.0017589866010616086,0.0017589866010616086
18000,0.4032915963208108,0.0007815728610868426,0.00017865836707642302,516,0.000299464134625082,0.000299464134625082
18100,0.7212486094572697,0.0014004827368102324,0.00020167964976280928,515,0.0007809832946253818,0.0007809832946253818
18200,0.6272070165228705,0.0012155174738815318,0.0003436600381974131,516,0.0005012614902664467,0.0005012614902664467
18300,0.5492298355841836,0.0010643989061708983,0.0002363777457503602,516,0.00039527782786883255,0.00039527782786883255
18400,0.6139530433388813,0.001192141831725983,0.000282171560684219,515,0.0008407454462148156,0.0008407454462148156
